0x00020000; UL; FileMetaInformationGroupLength; File Meta Information Group Length
0x00741022; CS; BeamTaskType; Beam Task Type
0x00741025; CS; AutosequenceFlag; Autosequence Flag
0x00741026; FD; TableTopVerticalAdjustedPosition; Table Top Vertical Adjusted Position
0x00741027; FD; TableTopLongitudinalAdjustedPosition; Table Top Longitudinal Adjusted Position
0x00741028; FD; TableTopLateralAdjustedPosition; Table Top Lateral Adjusted Position
0x0074102A; FD; PatientSupportAdjustedAngle; Patient Support Adjusted Angle
0x0074102B; FD; TableTopEccentricAdjustedAngle; Table Top Eccentric Adjusted Angle
0x0074102C; FD; TableTopPitchAdjustedAngle; Table Top Pitch Adjusted Angle
0x0074102D; FD; TableTopRollAdjustedAngle; Table Top Roll Adjusted Angle
0x00741030; SQ; DeliveryVerificationImageSequence; Delivery Verification Image Sequence
0x00741032; CS; VerificationImageTiming; Verification Image Timing
0x00741034; CS; DoubleExposureFlag; Double Exposure Flag
0x00741036; CS; DoubleExposureOrdering; Double Exposure Ordering
0x00741040; SQ; RelatedReferenceRTImageSequence; Related Reference RT Image Sequence
0x00741042; SQ; GeneralMachineVerificationSequence; General Machine Verification Sequence
0x00741044; SQ; ConventionalMachineVerificationSequence; Conventional Machine Verification Sequence
0x00741046; SQ; IonMachineVerificationSequence; Ion Machine Verification Sequence
0x00741048; SQ; FailedAttributesSequence; Failed Attributes Sequence
0x0074104A; SQ; OverriddenAttributesSequence; Overridden Attributes Sequence
0x0074104C; SQ; ConventionalControlPointVerificationSequence; Conventional Control Point Verification Sequence
0x0074104E; SQ; IonControlPointVerificationSequence; Ion Control Point Verification Sequence
0x00741050; SQ; AttributeOccurrenceSequence; Attribute Occurrence Sequence
0x00741052; AT; AttributeOccurrencePointer; Attribute Occurrence Pointer
0x00741054; UL; AttributeItemSelector; Attribute Item Selector
0x00741056; LO; AttributeOccurrencePrivateCreator; Attribute Occurrence Private Creator
0x00741057; IS; SelectorSequencePointerItems; Selector Sequence Pointer Items
0x00741200; CS; ScheduledProcedureStepPriority; Scheduled Procedure Step Priority
0x00741202; LO; WorklistLabel; Worklist Label
0x00741204; LO; ProcedureStepLabel; Procedure Step Label
0x00741210; SQ; ScheduledProcessingParametersSequence; Scheduled Processing Parameters Sequence
0x00741212; SQ; PerformedProcessingParametersSequence; Performed Processing Parameters Sequence
0x00741216; SQ; UnifiedProcedureStepPerformedProcedureSequence; Unified Procedure Step Performed Procedure Sequence
0x00741224; SQ; ReplacedProcedureStepSequence; Replaced Procedure Step Sequence
0x00741230; LO; DeletionLock; Deletion Lock
0x00741234; AE; ReceivingAE; Receiving AE
0x00741236; AE; RequestingAE; Requesting AE
0x00741238; LT; ReasonForCancellation; Reason for Cancellation
0x00741242; CS; SCPStatus; SCP Status
0x00741244; CS; SubscriptionListStatus; Subscription List Status
0x00741246; CS; UnifiedProcedureStepListStatus; Unified Procedure Step List Status
0x00741324; UL; BeamOrderIndex; Beam Order Index
0x00741338; FD; DoubleExposureMeterset; Double Exposure Meterset
0x0074133A; FD; DoubleExposureFieldDelta; Double Exposure Field Delta
0x00741401; SQ; BrachyTaskSequence; Brachy Task Sequence
0x00741402; DS; ContinuationStartTotalReferenceAirKerma; Continuation Start Total Reference Air Kerma
0x00741403; DS; ContinuationEndTotalReferenceAirKerma; Continuation End Total Reference Air Kerma
0x00741404; IS; ContinuationPulseNumber; Continuation Pulse Number
0x00741405; SQ; ChannelDeliveryOrderSequence; Channel Delivery Order Sequence
0x00741406; IS; ReferencedChannelNumber; Referenced Channel Number
0x00741407; DS; StartCumulativeTimeWeight; Start Cumulative Time Weight
0x00741408; DS; EndCumulativeTimeWeight; End Cumulative Time Weight
0x00741409; SQ; OmittedChannelSequence; Omitted Channel Sequence
0x0074140A; CS; ReasonForChannelOmission; Reason for Channel Omission
0x0074140B; LO; ReasonForChannelOmissionDescription; Reason for Channel Omission Description
0x0074140C; IS; ChannelDeliveryOrderIndex; Channel Delivery Order Index
0x0074140D; SQ; ChannelDeliveryContinuationSequence; Channel Delivery Continuation Sequence
0x0074140E; SQ; OmittedApplicationSetupSequence; Omitted Application Setup Sequence
0x00760001; LO; ImplantAssemblyTemplateName; Implant Assembly Template Name
0x00760003; LO; ImplantAssemblyTemplateIssuer; Implant Assembly Template Issuer
0x00760006; LO; ImplantAssemblyTemplateVersion; Implant Assembly Template Version
0x00760008; SQ; ReplacedImplantAssemblyTemplateSequence; Replaced Implant Assembly Template Sequence
0x0076000A; CS; ImplantAssemblyTemplateType; Implant Assembly Template Type
0x0076000C; SQ; OriginalImplantAssemblyTemplateSequence; Original Implant Assembly Template Sequence
0x0076000E; SQ; DerivationImplantAssemblyTemplateSequence; Derivation Implant Assembly Template Sequence
0x00760010; SQ; ImplantAssemblyTemplateTargetAnatomySequence; Implant Assembly Template Target Anatomy Sequence
0x00760020; SQ; ProcedureTypeCodeSequence; Procedure Type Code Sequence
0x00760030; LO; SurgicalTechnique; Surgical Technique
0x00760032; SQ; ComponentTypesSequence; Component Types Sequence
0x00760034; CS; ComponentTypeCodeSequence; Component Type Code Sequence
0x00760036; CS; ExclusiveComponentType; Exclusive Component Type
0x00760038; CS; MandatoryComponentType; Mandatory Component Type
0x00760040; SQ; ComponentSequence; Component Sequence
0x00760055; US; ComponentID; Component ID
0x00760060; SQ; ComponentAssemblySequence; Component Assembly Sequence
0x00760070; US; Component1ReferencedID; Component 1 Referenced ID
0x00760080; US; Component1ReferencedMatingFeatureSetID; Component 1 Referenced Mating Feature Set ID
0x00760090; US; Component1ReferencedMatingFeatureID; Component 1 Referenced Mating Feature ID
0x007600A0; US; Component2ReferencedID; Component 2 Referenced ID
0x007600B0; US; Component2ReferencedMatingFeatureSetID; Component 2 Referenced Mating Feature Set ID
0x007600C0; US; Component2ReferencedMatingFeatureID; Component 2 Referenced Mating Feature ID
0x00780001; LO; ImplantTemplateGroupName; Implant Template Group Name
0x00780010; ST; ImplantTemplateGroupDescription; Implant Template Group Description
0x00780020; LO; ImplantTemplateGroupIssuer; Implant Template Group Issuer
0x00780024; LO; ImplantTemplateGroupVersion; Implant Template Group Version
0x00780026; SQ; ReplacedImplantTemplateGroupSequence; Replaced Implant Template Group Sequence
0x00780028; SQ; ImplantTemplateGroupTargetAnatomySequence; Implant Template Group Target Anatomy Sequence
0x0078002A; SQ; ImplantTemplateGroupMembersSequence; Implant Template Group Members Sequence
0x0078002E; US; ImplantTemplateGroupMemberID; Implant Template Group Member ID
0x00780050; FD; ThreeDImplantTemplateGroupMemberMatchingPoint; 3D Implant Template Group Member Matching Point
0x00780060; FD; ThreeDImplantTemplateGroupMemberMatchingAxes; 3D Implant Template Group Member Matching Axes
0x00780070; SQ; ImplantTemplateGroupMemberMatching2DCoordinatesSequence; Implant Template Group Member Matching 2D Coordinates Sequence
0x00780090; FD; TwoDImplantTemplateGroupMemberMatchingPoint; 2D Implant Template Group Member Matching Point
0x007800A0; FD; TwoDImplantTemplateGroupMemberMatchingAxes; 2D Implant Template Group Member Matching Axes
0x007800B0; SQ; ImplantTemplateGroupVariationDimensionSequence; Implant Template Group Variation Dimension Sequence
0x007800B2; LO; ImplantTemplateGroupVariationDimensionName; Implant Template Group Variation Dimension Name
0x007800B4; SQ; ImplantTemplateGroupVariationDimensionRankSequence; Implant Template Group Variation Dimension Rank Sequence
0x007800B6; US; ReferencedImplantTemplateGroupMemberID; Referenced Implant Template Group Member ID
0x007800B8; US; ImplantTemplateGroupVariationDimensionRank; Implant Template Group Variation Dimension Rank
0x00800001; SQ; SurfaceScanAcquisitionTypeCodeSequence; Surface Scan Acquisition Type Code Sequence
0x00800002; SQ; SurfaceScanModeCodeSequence; Surface Scan Mode Code Sequence
0x00800003; SQ; RegistrationMethodCodeSequence; Registration Method Code Sequence
0x00800004; FD; ShotDurationTime; Shot Duration Time
0x00800005; FD; ShotOffsetTime; Shot Offset Time
0x00800006; US; SurfacePointPresentationValueData; Surface Point Presentation Value Data
0x00800007; US; SurfacePointColorCIELabValueData; Surface Point Color CIELab Value Data
0x00800008; SQ; UVMappingSequence; UV Mapping Sequence
0x00800009; SH; TextureLabel; Texture Label
0x00800010; OF; UValueData; U Value Data
0x00800011; OF; VValueData; V Value Data
0x00800012; SQ; ReferencedTextureSequence; Referenced Texture Sequence
0x00800013; SQ; ReferencedSurfaceDataSequence; Referenced Surface Data Sequence
0x00880130; SH; StorageMediaFileSetID; Storage Media File-set ID
0x00880140; UI; StorageMediaFileSetUID; Storage Media File-set UID
0x00880200; SQ; IconImageSequence; Icon Image Sequence
0x01000410; CS; SOPInstanceStatus; SOP Instance Status
0x01000420; DT; SOPAuthorizationDateTime; SOP Authorization DateTime
0x01000424; LT; SOPAuthorizationComment; SOP Authorization Comment
0x01000426; LO; AuthorizationEquipmentCertificationNumber; Authorization Equipment Certification Number
0x04000005; US; MACIDNumber; MAC ID Number
0x04000010; UI; MACCalculationTransferSyntaxUID; MAC Calculation Transfer Syntax UID
0x04000015; CS; MACAlgorithm; MAC Algorithm
0x04000020; AT; DataElementsSigned; Data Elements Signed
0x04000100; UI; DigitalSignatureUID; Digital Signature UID
0x04000105; DT; DigitalSignatureDateTime; Digital Signature DateTime
0x04000110; CS; CertificateType; Certificate Type
0x04000115; OB; CertificateOfSigner; Certificate of Signer
0x04000120; OB; Signature; Signature
0x04000305; CS; CertifiedTimestampType; Certified Timestamp Type
0x04000310; OB; CertifiedTimestamp; Certified Timestamp
0x04000401; SQ; DigitalSignaturePurposeCodeSequence; Digital Signature Purpose Code Sequence
0x04000402; SQ; ReferencedDigitalSignatureSequence; Referenced Digital Signature Sequence
0x04000403; SQ; ReferencedSOPInstanceMACSequence; Referenced SOP Instance MAC Sequence
0x04000404; OB; MAC; MAC
0x04000500; SQ; EncryptedAttributesSequence; Encrypted Attributes Sequence
0x04000510; UI; EncryptedContentTransferSyntaxUID; Encrypted Content Transfer Syntax UID
0x04000520; OB; EncryptedContent; Encrypted Content
0x04000550; SQ; ModifiedAttributesSequence; Modified Attributes Sequence
0x04000561; SQ; OriginalAttributesSequence; Original Attributes Sequence
0x04000562; DT; AttributeModificationDateTime; Attribute Modification DateTime
0x04000563; LO; ModifyingSystem; Modifying System
0x04000564; LO; SourceOfPreviousValues; Source of Previous Values
0x04000565; CS; ReasonForTheAttributeModification; Reason for the Attribute Modification
0x20000010; IS; NumberOfCopies; Number of Copies
0x2000001E; SQ; PrinterConfigurationSequence; Printer Configuration Sequence
0x20000020; CS; PrintPriority; Print Priority
0x20000030; CS; MediumType; Medium Type
0x20000040; CS; FilmDestination; Film Destination
0x20000050; LO; FilmSessionLabel; Film Session Label
0x20000060; IS; MemoryAllocation; Memory Allocation
0x20000061; IS; MaximumMemoryAllocation; Maximum Memory Allocation
0x200000A0; US; MemoryBitDepth; Memory Bit Depth
0x200000A1; US; PrintingBitDepth; Printing Bit Depth
0x200000A2; SQ; MediaInstalledSequence; Media Installed Sequence
0x200000A4; SQ; OtherMediaAvailableSequence; Other Media Available Sequence
0x200000A8; SQ; SupportedImageDisplayFormatsSequence; Supported Image Display Formats Sequence
0x20000500; SQ; ReferencedFilmBoxSequence; Referenced Film Box Sequence
0x20100010; ST; ImageDisplayFormat; Image Display Format
0x20100030; CS; AnnotationDisplayFormatID; Annotation Display Format ID
0x20100040; CS; FilmOrientation; Film Orientation
0x20100050; CS; FilmSizeID; Film Size ID
0x20100052; CS; PrinterResolutionID; Printer Resolution ID
0x20100054; CS; DefaultPrinterResolutionID; Default Printer Resolution ID
0x20100060; CS; MagnificationType; Magnification Type
0x20100080; CS; SmoothingType; Smoothing Type
0x201000A6; CS; DefaultMagnificationType; Default Magnification Type
0x201000A7; CS; OtherMagnificationTypesAvailable; Other Magnification Types Available
0x201000A8; CS; DefaultSmoothingType; Default Smoothing Type
0x201000A9; CS; OtherSmoothingTypesAvailable; Other Smoothing Types Available
0x20100100; CS; BorderDensity; Border Density
0x20100110; CS; EmptyImageDensity; Empty Image Density
0x20100120; US; MinDensity; Min Density
0x20100130; US; MaxDensity; Max Density
0x20100140; CS; Trim; Trim
0x20100150; ST; ConfigurationInformation; Configuration Information
0x20100152; LT; ConfigurationInformationDescription; Configuration Information Description
0x20100154; IS; MaximumCollatedFilms; Maximum Collated Films
0x2010015E; US; Illumination; Illumination
0x20100160; US; ReflectedAmbientLight; Reflected Ambient Light
0x20100376; DS; PrinterPixelSpacing; Printer Pixel Spacing
0x20100500; SQ; ReferencedFilmSessionSequence; Referenced Film Session Sequence
0x20100510; SQ; ReferencedImageBoxSequence; Referenced Image Box Sequence
0x20100520; SQ; ReferencedBasicAnnotationBoxSequence; Referenced Basic Annotation Box Sequence
0x20200010; US; ImageBoxPosition; Image Box Position
0x20200020; CS; Polarity; Polarity
0x20200030; DS; RequestedImageSize; Requested Image Size
0x20200040; CS; RequestedDecimateCropBehavior; Requested Decimate/Crop Behavior
0x20200050; CS; RequestedResolutionID; Requested Resolution ID
0x202000A0; CS; RequestedImageSizeFlag; Requested Image Size Flag
0x202000A2; CS; DecimateCropResult; Decimate/Crop Result
0x20200110; SQ; BasicGrayscaleImageSequence; Basic Grayscale Image Sequence
0x20200111; SQ; BasicColorImageSequence; Basic Color Image Sequence
0x20300010; US; AnnotationPosition; Annotation Position
0x20300020; LO; TextString; Text String
0x20500010; SQ; PresentationLUTSequence; Presentation LUT Sequence
0x20500020; CS; PresentationLUTShape; Presentation LUT Shape
0x20500500; SQ; ReferencedPresentationLUTSequence; Referenced Presentation LUT Sequence
0x21000020; CS; ExecutionStatus; Execution Status
0x21000030; CS; ExecutionStatusInfo; Execution Status Info
0x21000040; DA; CreationDate; Creation Date
0x21000050; TM; CreationTime; Creation Time
0x21000070; AE; Originator; Originator
0x21000140; AE; DestinationAE; Destination AE
0x21000160; SH; OwnerID; Owner ID
0x21000170; IS; NumberOfFilms; Number of Films
0x21100010; CS; PrinterStatus; Printer Status
0x21100020; CS; PrinterStatusInfo; Printer Status Info
0x21100030; LO; PrinterName; Printer Name
0x22000001; CS; LabelUsingInformationExtractedFromInstances; Label Using Information Extracted From Instances
0x22000002; UT; LabelText; Label Text
0x22000003; CS; LabelStyleSelection; Label Style Selection
0x22000004; LT; MediaDisposition; Media Disposition
0x22000005; LT; BarcodeValue; Barcode Value
0x22000006; CS; BarcodeSymbology; Barcode Symbology
0x22000007; CS; AllowMediaSplitting; Allow Media Splitting
0x22000008; CS; IncludeNonDICOMObjects; Include Non-DICOM Objects
0x22000009; CS; IncludeDisplayApplication; Include Display Application
0x2200000A; CS; PreserveCompositeInstancesAfterMediaCreation; Preserve Composite Instances After Media Creation
0x2200000B; US; TotalNumberOfPiecesOfMediaCreated; Total Number of Pieces of Media Created
0x2200000C; LO; RequestedMediaApplicationProfile; Requested Media Application Profile
0x2200000D; SQ; ReferencedStorageMediaSequence; Referenced Storage Media Sequence
0x2200000E; AT; FailureAttributes; Failure Attributes
0x2200000F; CS; AllowLossyCompression; Allow Lossy Compression
0x22000020; CS; RequestPriority; Request Priority
0x30020002; SH; RTImageLabel; RT Image Label
0x30020003; LO; RTImageName; RT Image Name
0x30020004; ST; RTImageDescription; RT Image Description
0x3002000A; CS; ReportedValuesOrigin; Reported Values Origin
0x3002000C; CS; RTImagePlane; RT Image Plane
0x3002000D; DS; XRayImageReceptorTranslation; X-Ray Image Receptor Translation
0x3002000E; DS; XRayImageReceptorAngle; X-Ray Image Receptor Angle
0x30020010; DS; RTImageOrientation; RT Image Orientation
0x30020011; DS; ImagePlanePixelSpacing; Image Plane Pixel Spacing
0x30020012; DS; RTImagePosition; RT Image Position
0x30020020; SH; RadiationMachineName; Radiation Machine Name
0x30020022; DS; RadiationMachineSAD; Radiation Machine SAD
0x30020024; DS; RadiationMachineSSD; Radiation Machine SSD
0x30020026; DS; RTImageSID; RT Image SID
0x30020028; DS; SourceToReferenceObjectDistance; Source to Reference Object Distance
0x30020029; IS; FractionNumber; Fraction Number
0x30020030; SQ; ExposureSequence; Exposure Sequence
0x30020032; DS; MetersetExposure; Meterset Exposure
0x30020034; DS; DiaphragmPosition; Diaphragm Position
0x30020040; SQ; FluenceMapSequence; Fluence Map Sequence
0x30020041; CS; FluenceDataSource; Fluence Data Source
0x30020042; DS; FluenceDataScale; Fluence Data Scale
0x30020050; SQ; PrimaryFluenceModeSequence; Primary Fluence Mode Sequence
0x30020051; CS; FluenceMode; Fluence Mode
0x30020052; SH; FluenceModeID; Fluence Mode ID
0x30040001; CS; DVHType; DVH Type
0x30040002; CS; DoseUnits; Dose Units
0x30040004; CS; DoseType; Dose Type
0x30040005; CS; SpatialTransformOfDose; Spatial Transform of Dose
0x30040006; LO; DoseComment; Dose Comment
0x30040008; DS; NormalizationPoint; Normalization Point
0x3004000A; CS; DoseSummationType; Dose Summation Type
0x3004000C; DS; GridFrameOffsetVector; Grid Frame Offset Vector
0x3004000E; DS; DoseGridScaling; Dose Grid Scaling
0x30040010; SQ; RTDoseROISequence; RT Dose ROI Sequence
0x30040012; DS; DoseValue; Dose Value
0x30040014; CS; TissueHeterogeneityCorrection; Tissue Heterogeneity Correction
0x30040040; DS; DVHNormalizationPoint; DVH Normalization Point
0x30040042; DS; DVHNormalizationDoseValue; DVH Normalization Dose Value
0x30040050; SQ; DVHSequence; DVH Sequence
0x30040052; DS; DVHDoseScaling; DVH Dose Scaling
0x30040054; CS; DVHVolumeUnits; DVH Volume Units
0x30040056; IS; DVHNumberOfBins; DVH Number of Bins
0x30040058; DS; DVHData; DVH Data
0x30040060; SQ; DVHReferencedROISequence; DVH Referenced ROI Sequence
0x30040062; CS; DVHROIContributionType; DVH ROI Contribution Type
0x30040070; DS; DVHMinimumDose; DVH Minimum Dose
0x30040072; DS; DVHMaximumDose; DVH Maximum Dose
0x30040074; DS; DVHMeanDose; DVH Mean Dose
0x30060002; SH; StructureSetLabel; Structure Set Label
0x30060004; LO; StructureSetName; Structure Set Name
0x30060006; ST; StructureSetDescription; Structure Set Description
0x30060008; DA; StructureSetDate; Structure Set Date
0x30060009; TM; StructureSetTime; Structure Set Time
0x30060010; SQ; ReferencedFrameOfReferenceSequence; Referenced Frame of Reference Sequence
0x30060012; SQ; RTReferencedStudySequence; RT Referenced Study Sequence
0x30060014; SQ; RTReferencedSeriesSequence; RT Referenced Series Sequence
0x30060016; SQ; ContourImageSequence; Contour Image Sequence
0x30060018; SQ; PredecessorStructureSetSequence; Predecessor Structure Set Sequence
0x30060020; SQ; StructureSetROISequence; Structure Set ROI Sequence
0x30060022; IS; ROINumber; ROI Number
0x30060024; UI; ReferencedFrameOfReferenceUID; Referenced Frame of Reference UID
0x30060026; LO; ROIName; ROI Name
0x30060028; ST; ROIDescription; ROI Description
0x3006002A; IS; ROIDisplayColor; ROI Display Color
0x3006002C; DS; ROIVolume; ROI Volume
0x30060030; SQ; RTRelatedROISequence; RT Related ROI Sequence
0x30060033; CS; RTROIRelationship; RT ROI Relationship
0x30060036; CS; ROIGenerationAlgorithm; ROI Generation Algorithm
0x30060038; LO; ROIGenerationDescription; ROI Generation Description
0x30060039; SQ; ROIContourSequence; ROI Contour Sequence
0x30060040; SQ; ContourSequence; Contour Sequence
0x30060042; CS; ContourGeometricType; Contour Geometric Type
0x30060044; DS; ContourSlabThickness; Contour Slab Thickness
0x30060045; DS; ContourOffsetVector; Contour Offset Vector
0x30060046; IS; NumberOfContourPoints; Number of Contour Points
0x30060048; IS; ContourNumber; Contour Number
0x30060049; IS; AttachedContours; Attached Contours
0x30060050; DS; ContourData; Contour Data
0x30060080; SQ; RTROIObservationsSequence; RT ROI Observations Sequence
0x30060082; IS; ObservationNumber; Observation Number
0x30060084; IS; ReferencedROINumber; Referenced ROI Number
0x30060085; SH; ROIObservationLabel; ROI Observation Label
0x30060086; SQ; RTROIIdentificationCodeSequence; RT ROI Identification Code Sequence
0x30060088; ST; ROIObservationDescription; ROI Observation Description
0x300600A0; SQ; RelatedRTROIObservationsSequence; Related RT ROI Observations Sequence
0x300600A4; CS; RTROIInterpretedType; RT ROI Interpreted Type
0x300600A6; PN; ROIInterpreter; ROI Interpreter
0x300600B0; SQ; ROIPhysicalPropertiesSequence; ROI Physical Properties Sequence
0x300600B2; CS; ROIPhysicalProperty; ROI Physical Property
0x300600B4; DS; ROIPhysicalPropertyValue; ROI Physical Property Value
0x300600B6; SQ; ROIElementalCompositionSequence; ROI Elemental Composition Sequence
0x300600B7; US; ROIElementalCompositionAtomicNumber; ROI Elemental Composition Atomic Number
0x300600B8; FL; ROIElementalCompositionAtomicMassFraction; ROI Elemental Composition Atomic Mass Fraction
0x300600B9; SQ; AdditionalRTROIIdentificationCodeSequence; Additional RT ROI Identification Code Sequence
0x300600C6; DS; FrameOfReferenceTransformationMatrix; Frame of Reference Transformation Matrix
0x300600C8; LO; FrameOfReferenceTransformationComment; Frame of Reference Transformation Comment
0x30080010; SQ; MeasuredDoseReferenceSequence; Measured Dose Reference Sequence
0x30080012; ST; MeasuredDoseDescription; Measured Dose Description
0x30080014; CS; MeasuredDoseType; Measured Dose Type
0x30080016; DS; MeasuredDoseValue; Measured Dose Value
0x30080020; SQ; TreatmentSessionBeamSequence; Treatment Session Beam Sequence
0x30080021; SQ; TreatmentSessionIonBeamSequence; Treatment Session Ion Beam Sequence
0x30080022; IS; CurrentFractionNumber; Current Fraction Number
0x30080024; DA; TreatmentControlPointDate; Treatment Control Point Date
0x30080025; TM; TreatmentControlPointTime; Treatment Control Point Time
0x3008002A; CS; TreatmentTerminationStatus; Treatment Termination Status
0x3008002B; SH; TreatmentTerminationCode; Treatment Termination Code
0x3008002C; CS; TreatmentVerificationStatus; Treatment Verification Status
0x30080030; SQ; ReferencedTreatmentRecordSequence; Referenced Treatment Record Sequence
0x30080032; DS; SpecifiedPrimaryMeterset; Specified Primary Meterset
0x30080033; DS; SpecifiedSecondaryMeterset; Specified Secondary Meterset
0x30080036; DS; DeliveredPrimaryMeterset; Delivered Primary Meterset
0x30080037; DS; DeliveredSecondaryMeterset; Delivered Secondary Meterset
0x3008003A; DS; SpecifiedTreatmentTime; Specified Treatment Time
0x3008003B; DS; DeliveredTreatmentTime; Delivered Treatment Time
0x30080040; SQ; ControlPointDeliverySequence; Control Point Delivery Sequence
0x30080041; SQ; IonControlPointDeliverySequence; Ion Control Point Delivery Sequence
0x30080042; DS; SpecifiedMeterset; Specified Meterset
0x30080044; DS; DeliveredMeterset; Delivered Meterset
0x30080045; FL; MetersetRateSet; Meterset Rate Set
0x30080046; FL; MetersetRateDelivered; Meterset Rate Delivered
0x30080047; FL; ScanSpotMetersetsDelivered; Scan Spot Metersets Delivered
0x30080048; DS; DoseRateDelivered; Dose Rate Delivered
0x30080050; SQ; TreatmentSummaryCalculatedDoseReferenceSequence; Treatment Summary Calculated Dose Reference Sequence
0x30080052; DS; CumulativeDoseToDoseReference; Cumulative Dose to Dose Reference
0x30080054; DA; FirstTreatmentDate; First Treatment Date
0x30080056; DA; MostRecentTreatmentDate; Most Recent Treatment Date
0x3008005A; IS; NumberOfFractionsDelivered; Number of Fractions Delivered
0x30080060; SQ; OverrideSequence; Override Sequence
0x30080061; AT; ParameterSequencePointer; Parameter Sequence Pointer
0x30080062; AT; OverrideParameterPointer; Override Parameter Pointer
0x30080063; IS; ParameterItemIndex; Parameter Item Index
0x30080064; IS; MeasuredDoseReferenceNumber; Measured Dose Reference Number
0x30080065; AT; ParameterPointer; Parameter Pointer
0x30080066; ST; OverrideReason; Override Reason
0x30080068; SQ; CorrectedParameterSequence; Corrected Parameter Sequence
0x3008006A; FL; CorrectionValue; Correction Value
0x30080070; SQ; CalculatedDoseReferenceSequence; Calculated Dose Reference Sequence
0x30080072; IS; CalculatedDoseReferenceNumber; Calculated Dose Reference Number
0x30080074; ST; CalculatedDoseReferenceDescription; Calculated Dose Reference Description
0x30080076; DS; CalculatedDoseReferenceDoseValue; Calculated Dose Reference Dose Value
0x30080078; DS; StartMeterset; Start Meterset
0x3008007A; DS; EndMeterset; End Meterset
0x30080080; SQ; ReferencedMeasuredDoseReferenceSequence; Referenced Measured Dose Reference Sequence
0x30080082; IS; ReferencedMeasuredDoseReferenceNumber; Referenced Measured Dose Reference Number
0x30080090; SQ; ReferencedCalculatedDoseReferenceSequence; Referenced Calculated Dose Reference Sequence
0x30080092; IS; ReferencedCalculatedDoseReferenceNumber; Referenced Calculated Dose Reference Number
0x300800A0; SQ; BeamLimitingDeviceLeafPairsSequence; Beam Limiting Device Leaf Pairs Sequence
0x300800B0; SQ; RecordedWedgeSequence; Recorded Wedge Sequence
0x300800C0; SQ; RecordedCompensatorSequence; Recorded Compensator Sequence
0x300800D0; SQ; RecordedBlockSequence; Recorded Block Sequence
0x300800E0; SQ; TreatmentSummaryMeasuredDoseReferenceSequence; Treatment Summary Measured Dose Reference Sequence
0x300800F0; SQ; RecordedSnoutSequence; Recorded Snout Sequence
0x300800F2; SQ; RecordedRangeShifterSequence; Recorded Range Shifter Sequence
0x300800F4; SQ; RecordedLateralSpreadingDeviceSequence; Recorded Lateral Spreading Device Sequence
0x300800F6; SQ; RecordedRangeModulatorSequence; Recorded Range Modulator Sequence
0x30080100; SQ; RecordedSourceSequence; Recorded Source Sequence
0x30080105; LO; SourceSerialNumber; Source Serial Number
0x30080110; SQ; TreatmentSessionApplicationSetupSequence; Treatment Session Application Setup Sequence
0x30080116; CS; ApplicationSetupCheck; Application Setup Check
0x30080120; SQ; RecordedBrachyAccessoryDeviceSequence; Recorded Brachy Accessory Device Sequence
0x30080122; IS; ReferencedBrachyAccessoryDeviceNumber; Referenced Brachy Accessory Device Number
0x30080130; SQ; RecordedChannelSequence; Recorded Channel Sequence
0x30080132; DS; SpecifiedChannelTotalTime; Specified Channel Total Time
0x30080134; DS; DeliveredChannelTotalTime; Delivered Channel Total Time
0x30080136; IS; SpecifiedNumberOfPulses; Specified Number of Pulses
0x30080138; IS; DeliveredNumberOfPulses; Delivered Number of Pulses
0x3008013A; DS; SpecifiedPulseRepetitionInterval; Specified Pulse Repetition Interval
0x3008013C; DS; DeliveredPulseRepetitionInterval; Delivered Pulse Repetition Interval
0x30080140; SQ; RecordedSourceApplicatorSequence; Recorded Source Applicator Sequence
0x30080142; IS; ReferencedSourceApplicatorNumber; Referenced Source Applicator Number
0x30080150; SQ; RecordedChannelShieldSequence; Recorded Channel Shield Sequence
0x30080152; IS; ReferencedChannelShieldNumber; Referenced Channel Shield Number
0x30080160; SQ; BrachyControlPointDeliveredSequence; Brachy Control Point Delivered Sequence
0x30080162; DA; SafePositionExitDate; Safe Position Exit Date
0x30080164; TM; SafePositionExitTime; Safe Position Exit Time
0x30080166; DA; SafePositionReturnDate; Safe Position Return Date
0x30080168; TM; SafePositionReturnTime; Safe Position Return Time
0x30080171; SQ; PulseSpecificBrachyControlPointDeliveredSequence; Pulse Specific Brachy Control Point Delivered Sequence
0x30080172; US; PulseNumber; Pulse Number
0x30080173; SQ; BrachyPulseControlPointDeliveredSequence; Brachy Pulse Control Point Delivered Sequence
0x30080200; CS; CurrentTreatmentStatus; Current Treatment Status
0x30080202; ST; TreatmentStatusComment; Treatment Status Comment
0x30080220; SQ; FractionGroupSummarySequence; Fraction Group Summary Sequence
0x30080223; IS; ReferencedFractionNumber; Referenced Fraction Number
0x30080224; CS; FractionGroupType; Fraction Group Type
0x30080230; CS; BeamStopperPosition; Beam Stopper Position
0x30080240; SQ; FractionStatusSummarySequence; Fraction Status Summary Sequence
0x30080250; DA; TreatmentDate; Treatment Date
0x30080251; TM; TreatmentTime; Treatment Time
0x300A0002; SH; RTPlanLabel; RT Plan Label
0x300A0003; LO; RTPlanName; RT Plan Name
0x300A0004; ST; RTPlanDescription; RT Plan Description
0x300A0006; DA; RTPlanDate; RT Plan Date
0x300A0007; TM; RTPlanTime; RT Plan Time
